,idx,class,conversation,Augmentation
33,123,갈취 대화,"엄마 나도 바람막이 하나 사줘
바람막이 한 삼만원이면 되니?
무슨 삼만원이야 엄마는 도데체 언제적 이야기를 하는거야 엄마랑 이야기싫다고 자꾸 이러니까
미안하다. 엄마가 잘 몰라서 그래
아 30은 줘야 입을만한거 사
30이나? 이번달 아빠 월급이 조금밖에 안들어왔는데 다음달에 사주면 안될까?
아진짜 짜증나고 구질구질하게
미안해 아들
미안해하지말고 엄마 손에 끼고 있는 반지라도 줘봐
이거는 외할머니가 엄마 주신거야 아들
엄마 외할머니는 돌아가신지 20년됐고 이제는 산사람 보고 살아야지 언제까지 붙잡고 있을거야 그거 안주며 나 콱 차도에 뛰어든다 그러면 좋겠어? 엄마가 외할머니 반지 애끼다가 내가 골로 갔으면 좋겠냐고
여기있어 아들 이제 그런 말 하지마","엄마, 나도 바람막이 사서
바람막이는 3만원 정도면 돼?
무슨 3만원이야. 엄마는 도대체 언제 얘기하는 거야. 엄마랑 얘기하고 싶지 않다고 하니까
미안해. 엄마가 잘 몰라서 그래
아, 30살이 되면 입을 수 있는 것들을 사서
30인가? 이번 달 아버지 월급이 조금밖에 안 들어갔으니까 다음 달에 사주지 않을래?
아~ 정말 짜증나고 지저분하게
미안해 아들
미안해 하지 말고 엄마 손에 끼고 있는 반지라도 줘
이건 외할머니가 엄마한테 주신 거야, 아들
엄마, 할머니 돌아가신 지 20년 됐고 이제는 살아 있는 사람 만나서 살아야겠다 언제까지 잡고 있는 거야. 그걸 안 주고 내가 차도로 뛰어든다고 하면 되는 거야? 엄마가 할머니 반지를 신경써서 내가 골로 가길 원하냐고
여기 있어, 아들. 이제 그런말 하지마"
34,126,갈취 대화,"손 들어 있는 돈 다꺼내
까약 강도다!!
돈 다 꺼내 놓고 밖으로 나가
알겠어요 근데 저기서 비밀번호를 눌러야 돈을 뺄수 있어요
그래 빨리해
저기.
이 새끼가 어디서 수작을 부려! 퍽
으악 잘못했어요
이 총으로 진짜 쏴버리는 수가 있어 말 잘들어
네.","손이 든 돈을 다 내고
카약강도다!!
돈을 다 내고 밖에 나가서
알겠어요。 하지만 저기서 비밀번호를 눌러야만 돈을 낼 수 있습니다
그래, 빨리 해
저기.
얘가 어디서 삐걱거려! 팩
으악, 미안해요
이 총으로 진짜 쏠 수도 있어. 말을 잘 들어
네。"
35,128,갈취 대화,"나 틴트 한번만 빌려줄 수 있어?
 아 틴트 같이 쓰면 안좋대
 엥 그거 한번 빌려주는게 그렇게 힘드냐?
 위생적으로 진짜 안좋대서 혼자 쓰고 싶어
 아니 나 약속있어서 화장해야된다고
 그건 어쩔수 없지 않을까.
 걍 내놔 대충 조금만 바를테니까
 아. 안되는데.
 잘쓸게 금방 돌려줄테니까 걱정말고?
 금방 돌려줘야해.","나 틴트 좀 빌려줄래?
아, 틴트를 같이 쓰면 좋지 않다고
헉 그거 한번 빌려주기가 그렇게 힘들어?
위생적으로 정말 좋지 않다고 해서 혼자 쓰고 싶어
아니, 나 약속이 있어서 화장해야지
그건 어쩔 수 없지 않을까?
그냥 꺼내. 적당히 조금만 발라줄 테니까
H. 안 돼.
잘 쓸게, 금방 갚을 테니까 걱정하지 마?
바로 돌려줘야 해."
36,129,갈취 대화,"나 마실것 좀 사줘
또.?
또라니?
밥도 내가 샀잖아.
아 뭐 담에 내가 살게
이번이 몇번짼데
아 좋은말로 할때 사. 지갑없어
또.
그냥 돈 내고 꺼져. 보기 싫으니까
미안해.
뭐가 지쳐?","나에게 마실 것 좀 사줘
또?
또라고?
밥도 내가 샀잖아.
아, 다음에는 내가 살게
이번이 몇 번째인데
아, 좋은 말 할 때 사. 지갑없어요
또.
그냥 돈 주고 사라져. 보기 싫으니까
미안해.
뭐가 피곤해?"
37,136,갈취 대화,"강도다 폰 들어
살려주세요
현금을 전부 집어넣어
여기 있습니다
거짓말 하지마 이게 전부야?
정말입니다
총 맞고 싶어 어서 다 담아
이게 현금 전부 다 입니다
다른 값 나가는 게 있으면 더 넣어
살려주세요 제발","강도다 핸드폰 들고
살려주세요
현금을 다 넣고
여기 있습니다.
거짓말하지 마, 이게 다야?
정말입니다
총에 맞고 싶다. 빨리 다 넣고
이것이 현금 전부입니다
다른 가격이 비싼것이 있으면 더 넣어서
제발 도와주세요"
38,138,갈취 대화,"학생
저말이십니까?
내가 배가 고파서 그러는데 돈 좀있나?
아니요 없는데요
부모님한테 용돈 받은거 있을꺼 아니야
지금은 없습니다
뒤져서 나오면?
정말 없습니다
주머니 밖으로 보이는 흰색 봉투는 뭐지?
그건 학원비인데요","학생
저요?
내가 배고픈데 돈 좀 있을까?
아니요, 없어요.
부모님한테 받은 용돈 있잖아
지금은 없습니다
찾아서 나오지 그래?
정말 없습니다
주머니 밖에 보이는 흰 봉투는 뭘까?
그거 학원비인데"
39,139,갈취 대화,"야 너희집에 있는 목걸이 그거 나 주면안돼?
응? 그게무슨소리야
아주 번쩍하니 비싸보이던데 나 좀 갖자
안돼 그게 내가 갖고있는 전부야
무슨소리야? 너 돈 많잖아 나한테 기부 좀 해
 안된다니까. 그게 무슨 말같지도 않은소리야
내가 나중에 더블로 쳐서 갚아줄게 좀 줘봐
자꾸 이러면 너랑 연끊는다 한두번도 아니고 자꾸 왜 뭘 뺏어가려 하니?
마지막이야 진짜 마지막이야 한번만 내 딱한 사정 봐줘
너 매번 이런식이잖아 이건 금품 갈취야.","야, 너희 집에 있는 목걸이, 그거 나 주면 안 돼?
응? 그게 무슨 말이야
너무 확하고 비쌀 것 같던데 나 좀 가져가야겠다
안돼 그게 내가 가진 전부야
무슨 소리야? 너 돈 많잖아 나한테 기부해줘
안 된다고. 그것은 말도 안 되는 일이다
내가 나중에 더블로 쳐서 돌려줄게. 잠깐만 빌려 줘
계속 이러면 너랑 인연 끊을 거야. 한두 번도 아닌데 뭘 뺏으려고 그래?
마지막이야 정말 마지막이야 딱 한번만 나의 딱한 사정 봐줘
너 매번 이런 식이잖아, 이건 금품 강탈이야."
40,141,갈취 대화,"혹시 얼마 전 저희 길동기업 퇴사하신 김민수님 맞습니까?
네 맞는데요 혹시 누구시죠?
아 김대리 나야 컴퓨터에 저장되어 있던 이번 프로젝트 기밀문서가 다 사라졌다던데 혹시 다 삭제했나?
아유 그게 어떤 문서인데 제가 함부로 삭제했겠어요
그치? 그 파일 어디에 있나
제 에 가지고 있는데 그냥 드릴 순 없고 1억만 준비해서 오세요
1억.? 같이 일하던 사이인데 그냥 좋게 넘겨줄 순 없나?
그럼 그냥 경쟁사에 넘길게요
1억 당장은 너무 빨라 1주만 시간을 주게
딱 1주입니다 기한 넘기면 저도 바로 경쟁사에 가져다 줍니다.","혹시 지난번에 길동기업에서 퇴사하신 김민수씨이신가요?
네, 맞는데 누구세요?
어, 김 대리, 나야. 컴퓨터에 저장되어 있던 이번 프로젝트의 기밀문서가 모두 사라졌다는데, 혹시 전부 삭제했나?
아, 그게 어떤 문서인데 제가 함부로 삭제했을 리가 없습니다
그렇지? 그 파일은 어디에 있지
제가 가지고 있는데, 그냥 드릴 수는 없어요. 1억만 준비해서 오세요
1억? 같이 일하던 사이인데, 좋게 전해주면 안될까?
그럼 그냥 경쟁사에 넘길게요
1억원 당장은 너무 이르니 일주일만 시간을 줘
딱 1주일입니다 기한이 지나면 저도 바로 경쟁사에 가져다 줍니다."
41,142,갈취 대화,"야 이 컴퓨터 랜섬웨어 걸렸잖아! 빨리 해결해봐. 여기에 중요한 자료 다 있단 말이야.
컴퓨터 정보가 다 잠금 돼서 적잖게 당황했나봐?
여기에 중요한 프로젝트 다 담겨 있습니다. 제발 빨리 풀어주세요.
그럼 정보 값에 비례해서 1000만원 주면 코드를 알려주도록 할게. 5분안에 가져와야 해.
5분안에 1000만원이요.? 10분까지만 시간 주면 안되겠습니까?
10분까지 시간 얻고 싶으면 여기있는 자료 중에 두 개 정도 빼고 줘도 되는거지? 나만 손해볼 수 는 없잖아.
최대한 5분까지 가져오도록 하겠습니다. 조금만 기다려주세요. 한 번에 큰 돈을 뽑을수가 없어요.
딱 5분이야 조금이라도 늦으면 이 컴퓨터에 있는 자료 1분에 하나씩 날려버릴거니까 최대한 약속 시간 지키는 게 좋을거야.
여기 1000만원 이체해드리겠습니다. 확인 하셨죠?
음 잘 확인했고 근데 돈 찾으러 가면서 경찰에 신고했잖아. 이 자료는 내가 터뜨려버리도록 할게. 그니까 입을 쉽게 놀리면 안되지.","야, 이 컴퓨터 랜섬웨어에 걸렸잖아! 빨리 해결해봐. 여기 중요한 자료가 다 있거든.
컴퓨터 정보가 다 잠겨서 적잖이 당황한 것 같아?
여기에 중요한 프로젝트가 모두 포함되어 있습니다. 제발 빨리 풀어주세요.
그럼 정보 가격에 비례해서 1000만원 주면 코드를 알려주도록 할게. 5분 안에 가져와야 해.
5분 안에 1000만원입니까? 10분까지 시간을 내주시겠습니까?
10분까지 시간을 얻고 싶으면 여기 있는 자료 중에 2개 정도 빼도 되는 거지? 나만 손해 볼 수는 없잖아.
최대한 5분까지 가져다 드리겠습니다. 잠깐만 기다려 주십시오. 한번에 큰 돈을 인출할 수가 없어요.
딱 5분이야. 조금이라도 늦으면 이 컴퓨터에 있는 자료를 1분에 하나씩 날려버리니까 가능한 한 약속 시간을 지키는 게 좋아.
여기 1000만원 입금해드리겠습니다. 확인하셨죠?
음, 잘 확인했고, 하지만 돈을 찾으러 가면서 경찰에 신고했잖아. 이 자료는 내가 박살 내도록 할게. 그러니까 말을 쉽게 하면 안 돼."
42,152,갈취 대화,"야 거기
저요?
거기 너 말고 누구 있냐?
왜 그러시죠?
너 돈좀 있냐?
저 돈 없어요. 
거짓말하지말고
진짜 저 돈 없어요.
니가방 뒤져서 나오면 가만히 있지 않는다. 
제 가방을 왜 뒤져요.","이봐 거기
저요?
거기 너 말고 누구 있어?
무슨 일이세요?
너 돈 좀 있어?
저는 돈이 없습니다.
거짓말 하지마
정말 저는 돈이 없어요.
네가 방을 찾아서 나오면 가만히 있지 않을 거야.
제 가방을 왜 찾나요?"
43,153,갈취 대화,"와 에어팟이네? 진짜 좋냐?
어? 나쁘지 않은거 같아
얼마주고샀어?
잘모르겠어 외삼촌이 사주신거라
우와 너는 이런거 사주는 외삼촌이 있어? 부럽네
응.고마워
야 근데 이거 잃어버렸다고 하고 하나 더사주라고하면 안돼??
뭐라고?.
왜? 너는 외삼촌이 또 사줄수도 있잖아 나는 이런거 사주는 삼촌 없어서 그래 그래도 되지?
아니.그건 좀
.아그래?? 좋게 말해서 안되겠네 몇대 맞으면 정신이 번쩍들어서 생각이 바뀔까??
.왜그래.","와 에어팟인데? 진짜 좋아?
어? 나쁘지 않다고 생각해
얼마에 샀어?
잘 모르겠다。 아저씨가 사주신거라
우와 너는 이런거 사주는 아저씨가 있어? 부럽네요
응. 고마워
야, 근데 이거 잃어버렸다면서 하나 더 사달라고 하지 않을래??
뭐라고?.
왜? 너는 삼촌이 사줄 수도 있잖아. 나는 이런거 사줄 아저씨가 없어서 그래. 그래도 되겠지?
아니, 그건 좀
아, 그래? 좋게 말하면 안 되네. 몇대 맞아야 정신을 차리고 생각이 바뀔까??
왜 그래."
44,154,갈취 대화,"야 거기 너.
네? 저요?
그럼 여기 너 말고 누가 있어.
왜 왜요?
너 이리 좀 와봐.
왜 이러세요.
너 돈 좀 있냐? 형 좀 빌려주라.
어 없어요.
뻥 치시네. 좋게 말할 때 그냥 줄래 아니면 맞고 줄래?
여 여기요. 진짜 이게 다에요.","야, 거기 오빠.
어? 저요?
그럼 여기 너 말고 누가 있어.
무슨 일이세요?
너 이리 좀 와.
어쩌다가 이렇게 됐어요.
너 돈 좀 있어? 형, 잠깐만 줘봐.
아, 없어요.
거짓말하네. 좋게 말할 때 그냥 줘? 아니면 맞아줄래?
네, 여기 있습니다. 정말 이게 전부입니다."
45,156,갈취 대화,"야야 너 여친 샤넬빽 들고 있던데 내 여자친구좀 주자
주.주준엽아 나아직 40일 밖에 안됐어 말하기 쫌그래
그건 니 사정이고 임마 
하루준다 가서 빨리 가져와
진짜 미안해 그럴수가 없어
그럼 뒤지게 맞고 가져오는수 밖에 
퍽퍽퍽퍽
그래 차라리 날 죽여 난 절대 못해 
이런 독한새끼 꺼져
고마워.","이봐 이봐, 여보 그녀가 샤넬 백을 가지고 있었는데, 내 여자친구에게 줄게
주준엽, 나 아직 40일밖에 안 됐어. 말하기는 좀 그렇네
그건 네 사정이지, 임마
하루 줄 테니까 빨리 가져와
정말 미안해. 그것은 할 수 없다
그러면 뒤처져서 가져오는 수밖에
팡팡팡
그래 차라리 나를 죽여줘 나는 절대로 할 수 없다
이런 독한 놈, 사라져라
고마워."
46,167,갈취 대화,"야 너 얼마잇냐?
없는데요
얼마있냐고 새끼야
없.없어요
야 뒤져 당장 ! 1원당 백대씩이다
넵 .이새끼야 이리와
1500원이 나온다
이새끼야 이리와 좀 맞아야겟다
잘못햇어오
좋은말할탠주면좋앗자나","야, 너 얼마 있는데?
없어요
얼마나 있는 거야, 아가야
없어요. 없어요
야, 지금 당장 찾아! 1원당 100대씩이야
쳇, 이 자식아, 이리 와
1500원이 나오다
이 자식아, 이리 오너라
미안해요
좋은 말을 할 수 있는 단주라면 좋잖아"
47,168,갈취 대화,"우와 이거 예쁘다. 머야 이거?
이거 입생로랑 지갑이야.
엄청 비싼건데 예쁘다. 영지야 역시 나 하루만 쓰자.
안돼. 이거 우리 엄마가 사준거야.
친구 기 좀 살려주자. 나도 명품 좀 착용해보고 얼마나 좋아.
미안해. 이거 나도 아까워서 머 안넣어.
그래서 안돼? 아니지? 친구 간지 좀 세워주자.
안돼. 이거 기스나면 큰일난단 말이야.
아니 빌려달라고. 기스를 내가 왜내냐. 나도 아껴쓰면 되잖아. 오늘 깨끗이 쓰고 줄게 그럼 빌려주는거다
알겠어. 꼭 깨끗이 돌려줘","와, 이거 귀엽다. 이게 뭐야?
이거 입생로랑 지갑이야.
엄청 비싼건데 이쁘다. 영지야, 역시 나 하루만 써야겠다.
안 돼. 이거 우리 엄마가 사준 거야.
친구를 도와주자. 나도 명품 입어보고 얼마나 좋을까.
미안해. 이거 나도 아까워서 못 들어가.
그래서 안 돼? 아니지? 친구 분위기를 만들어주자.
안 돼. 이거 상하면 큰일 나는 거야.
아니, 빌려달래. 왜 내가 상처를 내. 나도 아껴쓰면 되잖아. 오늘은 깨끗하게 써줄게. 그러면 빌려 줄게
알았어. 꼭 깨끗하게 돌려줘"
48,169,갈취 대화,"어머니 저 돈좀 주세요
내가 돈이 어딨냐
애비가 돈도 못버는 주제에 바람까지 피고 제가 아주못살겠으니까 가지고 계신 돈이라도 주세요
애비가 잘못한거를 왜 나한테 그러냐
연좌제 모르세요 ? 연좌제?
나는 돈도 없고 그냥 늙은 망구잖아
늙은망구여도 숨겨돈목돈 꽤 되는거 알고 있어요 돈 안주시면 저 이혼해요? 그래도 괜찮아요? 어차피 바람피고 능력 없는 남편은 필요없어진지 꽤 됐어요
이혼이라니.곧 마음잡고 돌아올게다
그거야 어머니 생각이시구요
 돈조금밖에 못해준다.","어머니, 저에게 돈을 주세요
내가 돈이 어디 있어
애비가 돈도 못버면서 바람까지 피워서 제가 도저히 못사겠으니 가진돈이라도 주세요
애비가 잘못한 걸 왜 나한테 그러는 거야
연좌제를 모르시나요? 연좌제?
나는 돈도 없고, 그저 늙은 망구일 뿐이야
늙은 맹구도 숨긴 돈이 꽤 있다는 것은 알고 있습니다 돈을 주지 않으면 저는 이혼해요? 그래도 괜찮아요? 어차피 바람피워서 능력없는 남편은 필요 없어진지 오래입니다
이혼이라니. 곧 마음을 가다듬고 돌아가겠다
그것은 어머니의 일입니다
돈 조금밖에 안 해줘."
